tweet_id,assessment_option_id
1229211448821178368,63
1228309246481178624,64
1228482144919359489,63
1229207115266310145,64
1229888387676430336,63
1228648386997305344,65
1230063721327677440,64
1229051473033449474,63
1229743881740120064,63
1229804471397404672,63
1230352865740222464,64
1230013025614061568,63
1230445742310883328,63
1230451800915890176,65
1230469322687909889,63
1230579067071684610,63
1230399466974240771,63
1230394167471177729,63
1229888474498523136,64
1230431493840748544,63
1230619330712240128,65
1230659245806247936,63
1230691781861208069,65
1230723416140836865,63
1230996560122499072,63
1231000142477545477,65
1231012396975607808,65
1231013027798900738,65
1231017125633937408,65
1230882871415492610,65
1230887115631652864,65
1230975746308333568,65
1231060989665132544,63
1231091723427692544,63
1231068409808318464,63
1231087108435009536,65
1231137354099806208,65
1231139132904067073,65
1231188668473233408,63
1231188857216884736,65
1231162865953972224,63
1231232725861847040,63
1231280658367930368,65
1231296783789068288,63
1231339235032129541,63
1230365928061198337,63
1230379557452046337,63
1230526121952727040,63
1230882652472795137,65
1231141354207449088,65
1231191188411076608,65
1231371731807293443,65
1231412363707813888,65
1231434328858492928,65
1231461637971824642,63
1231491260243857410,65
1231494704606265344,63
1231511913835589633,63
1231512182271037441,63
1231516062002208769,65
1231540277816459264,63
1231574549386285057,63
1231743076189622272,65
1231779993635524609,65
1231920397941002240,63
1231926228862431232,65
1231943929127243777,65
1231945672607158273,63
1231391317218848768,64
1230385655131230208,65
1230592797125660672,65
1230723973110829057,63
1231130173870751745,63
1231570982042664966,63
1231818705933389824,63
1230386680219066369,64
1231561552584572928,63
1231154582622834688,63
1230472405920837632,63
1230781078593363970,67
1231597879451516928,63
1231602801467248640,65
1231852810506924032,65
1231488877350866951,63
1231542664375361536,65
1231948472531578880,64
1231950772671090688,65
1232068399091421184,63
1231806606054055936,63
1231834329145171969,63
1232068505127669760,65
1232070215250464768,63
1232098282299486208,65
1232129884459237376,63
1232137291079962624,63
1231958807216967680,63
1232068852395065344,63
1232155064636100608,65
1232159480076369921,65
1230334649458511872,63
1232170985769431040,64
1232184463771062273,65
1232197732128833538,65
1232201861324632064,63
1232202695534006272,63
1232113012124704768,63
1232218677996670976,63
1231989471416971264,63
1232004713098268672,65
1232194228618313728,63
1232123308721573888,63
1232219175830999042,65
1232140770448048128,63
1232240845283155968,63
1232249500686635008,65
1232264505897312256,63
1232275263741784064,65
1230471398868451331,63
1230479000205582337,63
1231029656117137408,63
1230491156556865537,67
1231456791642308614,63
1231892051991486464,63
1231893397528440833,63
1232089511447814144,67
1232163096178769921,63
1232230197333610497,65
1232291141699035138,65
1232308910012403713,63
1232267551255621632,65
1232462737629794304,63
1232478418630889472,65
1232489760448319488,65
1232501033059962880,63
1232508136533250049,63
1232518232642211844,63
1232519433890844679,63
1232552627612704773,65
1232569521010921472,63
1232580636335996928,63
1232669441915154434,65
1232660796615712768,65
1231021253667897344,63
1231872959821697024,64
1231897166529957888,65
1231505384143147008,64
1231577102127751168,64
1231621710647943168,63
1231742163089641472,63
1231914179046469633,63
1232216694774329344,64
1231928372571148293,63
1231912068892131329,65
1231933055092318208,67
1231940501240070149,65
1231955719181623296,65
1232071119437361152,63
1232250636458020866,65
1232256834808889344,65
1232240266469236736,65
1231346743821795331,63
1232150038115053568,65
1232161645037850624,65
1232210271763959809,63
1232214765428035585,63
1232232001626750977,63
1232577178971385857,65
1232525343665225729,63
1232544715058208768,65
1232602086006644737,65
1232794961495523328,65
1232798766568050688,65
1232283688420798465,64
1232275740214738949,67
1232546136507838466,67
1232288619664171008,63
1232440349869527040,67
1232794109011582976,63
1232927174765793280,63
1232876961816408064,63
1232337684632203271,63
1232323733957697537,67
1232969999028903937,65
1232444308453646339,64
1232331639381848065,63
1232462716834467840,63
1233002628197441536,65
1233003129416736768,65
1232470909987852288,63
1232965176418340864,63
1232977246786179074,63
1233175119788298241,65
1233181105060139009,63
1233200599346233344,63
1233206567001976832,65
1233223442784120832,65
1233198592371785729,63
1233282540527472640,63
1233304901620383744,63
1233329652208287744,63
1233334146824454144,65
1233416302070398976,63
1233416691566010368,63
1233421298589528064,63
1233678057942077440,63
1233704466538323969,65
1233709197293801472,67
1233717182057664512,63
1233940814310461440,63
1233950865121112064,64
1234034002098409472,64
1234002208435228673,65
1234055087703478276,65
1234055779763621888,63
1234057712079495170,65
1234077491158900737,65
1233990428732510209,65
1233991530995564544,64
1234095861371506691,63
1234097895608967168,63
1234110533466353665,63
1234200522258702337,64
1234267837901881344,63
1234084481805340673,63
1234085278723100674,65
1234087709741735936,65
1234455507001200642,64
1234288977194049536,63
1234486773859749888,65
1234586094978519040,65
1235453222870908928,65
1235458813370613760,63
1235502425412218880,63
1235593224963555328,65
1235633225621331969,63
1232496127821238272,64
1235712862871384064,63
1232598613961740289,67
1232643321467568130,67
1232656080540356609,63
1232868912947007488,65
1232800009759809536,64
1232973773902475264,63
1233095138605293568,65
1233123681682911232,65
1233036608770756611,63
1233416777968652288,63
1233199517215809538,65
1233548381806583808,63
1233598602724798466,63
1233625880380899330,63
1233182486663876608,63
1233609940347977728,65
1233701725019820037,63
1233703741762592770,65
1233808335121420293,63
1233907360961220608,63
1234428107710296066,63
1235443906483023872,63
1234038704752164864,63
1235557537308651524,65
1233699983666233345,65
1235599352002998281,63
1235534596562771969,63
1235763411784314880,63
1235919876100739073,63
1236179885199986688,63
1236017261967630336,63
1236024259744432128,63
1236086663438188544,63
1236197656885473281,63
1236208720201175040,65
1236231142950334464,63
1236263856424415233,63
1236266224947888131,63
1236558294887444488,63
1236566445678448641,65
1236559730597752837,63
1236432139450601473,63
1236439701780705281,63
1236624348045348864,63
1237210098956513285,63
1237170193954209793,63
1237238789673611268,63
1237305748800954368,63
1237323232337776640,65
1237372772520607745,63
1237390462836596749,65
1237351549342371840,63
1237391696381407232,65
1237435896376348672,65
1237494476123197440,63
1237531241294876672,65
1237721791881195520,63
1237606263132839937,63
1237643478772768768,63
1237659338275241984,63
1232809005703020544,65
1232806953849511936,65
1232819826587881473,67
1232962615376134144,65
1232988421250904064,64
1232927646205403136,64
1232938077858848768,64
1232987707380391939,65
1232972687997165569,63
1233030834472382465,63
1233260099361067008,63
1233016257168867328,63
1233039525909131264,65
1233376094897598464,65
1233904969788448770,63
1233253256022806529,63
1233351083424018432,63
1233163789295505408,66
1233372118697426945,65
1233170156668346369,63
1233151389255098368,68
1234282655539089408,63
1233210718524076039,63
1234489080307683330,63
1233326104246509568,67
1233326104246509568,63
1233616214607319040,65
1233647906768351232,63
1233493748899819527,65
1233325005758328835,65
1233348919163117568,67
1235509757475082241,63
1233300796235603970,67
1233300796235603970,63
1233329134211747841,65
1233373665556746240,63
1233373665556746240,65
1233373665556746240,64
1233373665556746240,67
1233787659299905536,63
1234461706601943040,65
1233676444393328640,65
1235747039318695936,63
1235703427784572928,63
1235762072962527232,65
1236412813356052480,63
1235939540256182272,63
1235923941639606272,65
1235926490098761733,65
1236279199607840769,63
1233759813735194626,64
1233759813735194626,65
1234026784120721411,63
1234026784120721411,64
1234073635754672128,65
1235878580661280768,63
1235759581545914368,63
1233933388714635264,63
1233990191334903808,63
1233927748214652929,63
1234287663118725120,64
1234490540764401670,63
1234473196478320640,63
1236125235096596480,63
1235703073785253888,63
1236206915392131073,65
1236235697964683264,63
1236236394638585856,63
1236526921074110464,65
1236264522899312640,63
1236547211858595842,65
1235543250250821632,65
1236410238053433344,63
1234323969433456641,63
1234466696145985538,68
1234466696145985538,63
1234466696145985538,67
1235774169335414790,63
1235802808042971138,63
1237340728876879873,64
1236126965666439169,64
1236488139281068034,65
1237539066607853570,64
1236771147846320128,65
1235739232041222145,63
1237287300154834945,64
1237426608090148864,65
1237659204057354240,65
1237336488016134144,63
1237389407549665282,65
1236624053185605632,63
1237218490500579328,63
1235931164231204865,63
1236435189548478465,65
1235718670724116480,63
1237245662879551489,65
1235784950374260736,63
1237341836592570369,63
1237350910549839872,63
1236194888644841472,65
1237535541714796544,65
1237742869516976134,65
1237761273703665665,63
1237888340562591745,65
1237944697328291840,63
1238001655976611846,63
1236268634156105729,65
1236576452868521990,65
1236293922873167872,67
1235783466010259456,66
1235783466010259456,67
1236607316234928129,65
1236611633431994369,63
1238014676354531330,64
1238015151149727745,65
1238080768099774471,63
1237329597613649925,65
1238040034277761024,63
1236747371175804928,65
1238144013170905089,63
1238160198570672128,65
1238209329389383681,63
1238253950912077825,63
1238280957196566528,65
1238291961791971330,63
1238328124242145280,65
1238381388547493888,63
1238412347963854848,63
1238417017083801600,63
1238432367796056066,65
1236759221762289664,63
1237784498823024640,63
1237888031442358276,63
1236491918348935168,64
1238298202496892928,65
1235902108609556481,67
1236602316205076480,63
1237412487546335233,65
1238471790478766080,63
1238541636964999168,65
1238323200129298432,63
1236675229985804290,63
1236611315503738881,63
1236611315503738881,65
1235797121824993286,66
1235797121824993286,65
1238111417976246274,65
1236273670676312064,65
1236273670676312064,63
1236468358104502272,65
1236468358104502272,63
1237923781592539136,63
1238006031893925890,63
1238011898886406144,63
1238452857809940480,63
1236551141082554369,63
1238408247192604679,65
1237262212764332032,63
1238489313861685251,63
1238453006770696192,63
1238442390924361728,63
1238530318530834432,64
1238659355978772480,65
1238595202001956864,63
1238603299525255174,63
1238615839978463240,63
1238616474886926337,63
1238664598221279233,63
1238621356272562176,63
1237319213775114241,64
1237528749039480832,65
1238706525201448962,63
1238744069595004928,63
1238799400853319680,65
1238743515959398400,65
1237581929458720768,63
1237600429694832641,63
1238978273239072775,63
1239015674686521344,63
1238955232249303040,63
1238824321729957888,65
1238940547571564545,65
1237724172148600833,65
1238917002007179264,63
1238959060390567936,63
1239144539224330240,63
1239189169135476738,65
1239199482509574144,65
1239357333882339328,65
1239363039394066433,63
1239366076489596928,63
1239395765870456833,63
1239401707102031872,65
1239408676777136128,65
1239431843176493056,63
1239201874101669888,65
1239261274673840128,63
1239278759888465924,63
1236628627493498880,65
1236628627493498880,64
1237602282318905346,63
1238074878038695937,63
1238435127362908162,65
1237711964207366148,65
1237871451358691330,65
1238533452200214529,63
1238373496184438785,63
1238411829547687937,65
1238522537362862080,63
1238696056558215168,65
1238683745856548865,63
1239047772017311744,63
1239117163840983042,65
1238703400784662533,63
1238709583188766721,65
1238374343794515971,63
1238834255100182528,63
1239033228687634435,63
1237996747802075137,63
1238205448399937536,63
1238871168750194688,63
1238295331915173888,64
1238295331915173888,63
1237821822256599041,63
1238035639066451969,63
1238035639066451969,64
1239120062524444679,65
1238692986197651459,63
1238944908808867840,63
1239522960655798275,63
1239150137781284864,63
1239583799035346950,63
1239688892355313665,63
1239236832786894850,65
1238457294544932864,64
1238746845385347073,63
1238699108732370944,63
1239750939533336581,65
1239701008441159680,63
1239702678193631232,65
1239785885215764486,63
1239196364883382274,63
1239539721094623233,63
1239822464160432128,63
1239835694672928774,65
1239805896659615744,65
1239864335477772288,65
1239867742930366464,63
1238557135950073857,63
1240036043153264640,65
1239188334888382464,63
1239905331863404546,65
1240019805123444738,63
1240087640642183168,65
1240052803592024064,63
1239899334428119041,65
1238675665110454273,63
1240052951231549441,65
1240296006115192833,63
1240132474816081926,65
1240253184368467968,63
1239881769521778688,63
1240209383671263233,63
1240248814323118080,65
1240147245057691654,63
1240493201317863425,63
1240548721739227137,63
1240577907384188928,63
1240551767642787840,63
1240447587422855168,63
1240462177728749569,63
1240296268259262465,65
1240768092646420482,63
1240861867217584128,63
1240273114442788864,63
1240795664323194880,63
1240346699312201728,65
1240837012191465472,63
1240592544246845443,63
1240596868993695744,65
1240696547047686144,63
1240902415232249856,63
1240875335127715841,63
1241172598035103750,65
1241188590916231168,65
1240585948284387329,63
1240735125836410881,65
1241123916426260480,63
1241168686846705668,63
1241192961381036032,65
1241235453455380480,65
1241293533241151488,63
1241237201221865474,63
1241132762632863746,65
1241135249435713536,63
1241019913625415682,63
1233014598741086208,63
1238652753481617408,65
1239111447424069632,64
1239126305745985536,65
1239126305745985536,63
1238803229833490433,63
1236615801311907843,64
1236615801311907843,65
1239502082249338880,63
1239502082249338880,65
1239442903136473089,65
1239484924610011136,65
1235699926379593730,63
1240236327880110081,63
1240684788735827968,65
1241365031024902144,65
1240954461930975232,65
1241537814958723072,65
1241543380380708869,63
1241575094352134146,65
1241577539211935744,63
1241617539450331136,63
1241604314809827337,63
1241618275550646273,65
1241620176409227264,65
1241628381726117889,63
1238588166476632064,63
1239751855988596736,63
1239544723221569537,63
1239519030173523971,65
1240099215243534336,63
1239752206632415232,63
1239752206632415232,65
1239786224115519488,65
1239818400718680064,63
1241762128433831936,65
1241746802447007744,65
1241868400353112064,63
1241896550424436737,63
1241311525966471168,64
1240135730015412224,65
1241660841864376320,65
1240191926558773248,65
1241446118665437188,65
1239927802847088640,63
1240190470715777025,64
1241932133641437186,63
1241933063937900544,63
1241937475087421442,65
1241959130698416128,63
1241908989891203073,65
1242072936426508288,65
1241966956850208768,65
1242029248975536128,65
1242073535373139971,63
1237706758656626688,63
1240899446084427777,64
1240899446084427777,65
1240956039828107265,64
1241877530514042885,65
1242070469336952833,65
1242289792429088769,63
1242074325160624133,63
1242326620515348481,63
1242558046271758337,65
1242599736814620674,65
1242302983515209728,65
1242515512254287873,63
1242554502084841472,65
1241716166411931648,65
1241588760652832768,65
1241671979838525446,65
1242428440600391681,63
1241626602921811968,67
1242776510370418698,65
1242786307845193728,63
1242609012937351169,63
1242637326586609664,63
1242730420002668544,63
1242764163178319872,65
1242781880337879040,63
1242785117501673472,65
1242572851745415168,63
1242312819577475073,65
1242602755035820034,65
1241534211632201728,65
1242754483563552773,65
1242761917548003330,63
1241451416910041089,65
1242460144086028288,65
1242769637583900675,65
1242654061440020480,63
1242796656870830081,65
1242835946594119682,63
1242839936635568130,65
1242942640460423168,63
1242801598180409344,65
1242937847209840640,63
1242970838766239745,65
1242602094852530178,65
1241673554468323328,65
1242525820595232768,65
1242323357766303744,63
1242840998213849088,65
1242953297767452672,65
1241876040697278464,63
1243019498984050690,65
1242794094570569728,63
1243026834821746689,63
1243054378396745728,63
1243065836396519426,63
1243070669912281088,63
1242026195941617664,64
1243044991124922368,63
1241373980830789633,63
1243014420940255237,63
1243105116472766465,65
1243100622695456769,63
1243107949725147136,63
1243110779202588673,63
1243077419805761537,63
1243122352503676934,63
1242302182822563840,65
1242304651589849090,65
1242321734990041088,63
1243319699376500736,65
1243314392948563968,65
1243321186882371585,63
1242396623029686272,64
1243326670095843329,65
1243084487207948293,63
1243138352557121536,65
1243186206629752832,65
1243247699740119040,65
1243309256855769088,63
1243327139438456832,63
1243035483476762624,64
1243184041530015745,63
1243097306259288064,65
1243175954073059328,65
1242623519776583680,63
1243099902533488640,63
1242748577564237826,65
1242748577564237826,63
1243332296335192064,65
1243379055694467075,65
1243383603578335234,65
1243384164776161282,63
1242706179022671874,65
1243131791407329280,63
1242875915375218689,64
1243411616227446785,63
1243464769153056769,65
1243327581518061568,63
1243438980554620928,65
1241982773151350784,67
1243067800588963840,65
1242851929408954369,63
1243235661248745473,65
1243446175463686145,63
1243392463626108934,65
1243428448657235968,63
1243398365431259140,65
1242962467774291968,65
1243021869604716544,63
1243546404649222144,63
1243004194807660544,65
1243433239391297537,65
1243454180712316934,65
1243529475179941888,65
1243522769746182144,63
1243007073358512128,63
1243007073358512128,65
1243558766940786688,65
1243534386512801794,63
1243561225285292034,65
1243564151169069056,63
1243570334831443970,63
1243726720714211329,65
1243731823336624129,65
1243546421426601984,63
1243610262927593472,63
1243162121677897729,65
1243162121677897729,63
1243582952556105737,65
1243663642576302080,65
1243070518497959938,67
1243070518497959938,66
1243791105377751041,63
1243785258098511882,65
1243819138570571777,65
1243750517517373441,65
1243797276037799936,65
1243121131583725569,63
1243667031573925888,63
1243440077033721857,63
1243168650112065537,65
1243168650112065537,63
1243843571087593472,65
1243327581937479680,65
1243851937046343680,63
1243870559936675840,63
1243855835198939139,65
1243874895408193536,63
1243735012739911680,64
1243325929381695488,65
1241659470746247170,65
1243907248172101632,65
1243750754495508481,63
1243183443841712128,63
1243302600662867969,64
1243302600662867969,63
1243319824152850432,65
1243319824152850432,64
1243439715816099840,65
1243950969177518080,63
1243478796537180160,63
1243737276166766592,64
1243811462134419461,63
1243949768348295171,65
1243952754164486145,63
1243913079512915968,63
1243399340309114884,64
1243448980614209537,65
1244025009967755267,65
1244051649896894464,63
1244068038724300800,63
1244045985203933185,63
1244086692618756098,63
1244019871211335680,63
1244081597709553664,65
1244010755206176769,67
1244015984664399872,63
1244124091591700481,63
1243544618714705920,63
1243486372368756736,63
1243402737926025216,63
1243669869440028672,65
1243851276862894080,63
1244144156051566592,63
1244075164616155136,65
1244104507547504640,63
1244099327334572032,65
1244156096974995457,63
1244036452029059072,63
1243942191338151937,65
1243780125369331713,63
1243848210407292928,65
1244178474299871232,63
1244204469601988608,63
1244174128380174336,63
1244175433647575040,65
1244130094169206784,65
1244126912076599296,65
1244144233499557888,63
1243732549475553281,64
1243732549475553281,63
1243833710278922240,64
1244102808372035584,63
1244220159608283136,65
1244230735663267841,63
1244231898206855169,63
1244233074709164032,63
1244241975022194689,63
1244246777114460160,63
1244278849665261568,65
1244411377508220928,63
1244413678083956737,65
1244419621412716544,65
1244364011233107968,65
1244433547760295936,65
1244436694746595329,63
1244436931305299968,65
1244453835189260288,63
1244510088775139328,65
1244509305279107072,65
1244535052853108736,63
1244466179445407744,65
1244467369788891136,65
1244480229944389634,65
1244007730693550081,65
1243857151824506881,63
1243914016759484418,64
1243600699914584064,65
1244579470532476935,63
1244596948197240832,65
1244502786911264768,63
1244571803764158464,63
1244574914679459841,63
1244576497190309888,65
1244553848787623937,63
1244595012945379328,65
1244741873563926528,65
1244754851579346944,63
1244756364884230144,63
1244625024029360128,65
1244627114470473728,63
1244631058793955328,65
1244646420432310273,65
1244698876914708480,65
1244722636808007688,63
1244759263148412928,65
1244763129877123072,65
1244775259804282883,63
1244780731273850881,65
1244785453221343232,63
1244834350417334274,63
1244838606377631749,65
1244895359505055744,65
1244904988788191233,63
1244835824715227136,65
1244901906394185728,65
1244920076538540032,63
1244966257503264770,63
1244974182221221889,65
1243952600518504448,64
1244088102785671168,67
1244130818835927042,63
1244149934376407041,63
1244148571768631296,63
1244161753505599488,63
1245153841038807046,63
1245172892406394880,63
1244995135705772032,65
1245126836012462080,65
1245140334121607168,65
1245143860692443136,63
1245114498467262464,65
1245127779730870273,65
1245190250114117638,65
1245190832702902273,63
1245344040561696768,65
1245239552060428288,65
1245194272451641344,65
1245256588903907328,65
1245268179443527681,63
1245338512469020672,63
1245476529397567489,65
1245527039722967040,63
1245363092348743681,65
1245479055626883072,63
1245641573162835968,63
1245544262374051840,64
1245573667381080066,65
1245586756126134274,65
1245599396500135940,65
1245557742867116033,65
1245610490014785536,64
1245613090902700032,65
1245647261897388042,65
1245657518228955141,65
1245673973741830145,65
1245879231235555328,63
1245880051641520129,63
1245905085344800768,65
1245823808541347841,65
1245729291997827073,65
1245925145442521091,63
1245930894575071233,63
1245666886626377729,65
1245692592257413121,68
1245700390307254272,65
1245855063655907328,63
1245920746037071873,64
1246071332036624384,65
1246076044337004546,65
1245934295316754432,65
1245952914671034368,65
1245985803886419968,65
1246009550357983232,65
1246027913020846082,65
1245985775784583168,65
1244212547546255360,65
1244991373415088129,63
1245125578560122880,63
1245127032725319680,65
1245198985171595264,65
1245208420258480129,64
1245351104189050880,63
1245686543651504129,63
1245507553825419264,63
1245965585663418370,63
1246046598645207040,63
1246051122621501440,64
1246088697713291264,65
1246066848325455874,65
1246231214710648832,64
1246233556390531072,63
1246167067864240129,64
1246185618431815681,63
1246195045130067968,64
1246216306057043968,64
1246233769880645632,65
1246261202306633728,65
1246245563424600064,65
1246246899310407680,65
1246251833070219264,65
1246268705496915969,65
1246271302190555138,63
1246274578780831744,65
1246339232718675968,63
1246341729587834880,65
1246292820647804928,65
1246298912874356738,63
1246412808780017664,65
1246429083937828869,65
1246374393988534272,65
1246466387238744064,64
1246476547101528064,65
1244166954862039040,63
1244233887795924992,64
1243144699377942528,65
1244594419870752769,65
1244898457837400065,65
1244169654953578496,65
1244233965856120833,64
1244233965856120833,63
1244337668852297729,65
1244276723492904960,63
1245134603024617472,65
1244463191003770882,65
1244556766345494529,65
1244905218216607745,65
1244990875970621440,65
1245173985442025472,65
1245290512854028288,63
1246497296323231744,65
1244644158863597573,65
1244539724888326145,67
1244742864677949441,65
1244455457126666240,63
1244979574837891080,65
1244463024489943040,65
1244427608206368768,65
1245400493796421632,63
1245936739337646082,65
1244957902869123073,65
1244636680419553280,63
1244636680419553280,65
1245076278710951937,65
1244622517093847040,63
1244622517093847040,65
1244950673566785546,65
1244991500921917441,65
1244991500921917441,63
1244541233579429888,65
1244838015819755522,65
1245711867181293568,65
1244617148384903168,67
1245141477069443073,65
1245999985667137536,65
1245187912209018880,64
1245911722411491329,63
1245291807216263168,64
1246073779412844546,63
1244639629854134278,64
1246096622011863045,63
1245189875982204929,63
1245540954326446082,63
1246333673168748544,63
1246366936516243458,65
1245280737189822464,65
1246164346180227072,63
1245287967750369282,65
1245556971115130881,65
1245545060550074369,63
1246061184337317888,65
1246102889140858880,63
1246210637455175680,63
1246341173003739137,65
1246282110911971329,63
1245366147060338691,63
1246569117907210240,65
1246763834276110336,65
1246793140716965888,63
1246402787748925440,63
1246744377319284736,65
1245324108809637888,65
1245361691451199488,65
1246522866897539072,63
1245699981362597889,65
1246764612738924544,65
1246763126697025538,65
1245601048636436480,65
1246589594080067584,63
1245505540140068865,65
1245505540140068865,63
1246767066826170368,65
1245256926964772864,65
1246040076502458369,64
1246495835447123968,63
1246047013881278465,65
1246339642502164480,65
1246357443547824130,65
1246409951620116482,63
1246509991223148544,65
1246604013677604870,65
1246639161945124870,65
1246655570062368769,63
1246657077495205888,65
1246687864525434880,65
1246718604579442689,65
1246696662916980737,65
1246653574831943680,65
1246774024757080064,65
1246775369870348288,65
1246960573557788673,63
1246971469101441028,65
1247007935219130369,65
1247003127707922435,63
1246936773818638336,64
1246988589411360768,65
1247014005215875072,65
1247014919574138880,63
1245673503140937728,63
1246975660888735744,65
1245466416511193088,63
1246151278826156033,63
1245508822182969344,65
1245609529938608128,65
1245502055092895744,65
1246778582287839232,63
1246991816089407489,65
1245738583220248576,63
1245743184371527681,67
1245040645162430465,65
1245040645162430465,63
1246037547756601345,65
1245532095117537280,63
1246047954663698432,65
1246769601863536641,63
1246837616277778439,65
1246312042304139266,63
1246876552001761280,65
1246061152880091138,65
1246782515706097669,65
1246830575299641350,63
1246828672343879680,65
1246821467368513537,65
1246815197303472129,65
1246080843459616776,63
1246089890573381632,65
1246793579021778944,65
1245769020445347840,64
1245606892979621894,65
1247106839004590087,65
1247112754231558144,65
1247109785503199238,65
1247107095276572672,65
1247135930277703683,65
1247130301102342144,65
1247045323664457729,65
1247015308805758976,63
1246575321282801664,65
1247058195144568832,65
1247061544296316928,65
1247065988580782086,63
1247066118184812544,65
1247067977519779841,63
1247047025712984065,65
1246765277536088066,65
1245737392037752834,65
1246763096498008064,65
1247018710805565441,63
1247098863955001344,65
1247139737028026368,64
1245828563204313088,65
1246623880837345280,63
1246627742113624065,67
1246661903461388288,65
1246783425450627072,65
1246575216844771331,65
1247477370530828289,63
1247375873826684930,63
1246410899532861441,65
1246414616105607168,63
1247375830205870080,65
1247419338140745733,65
1247445563445874689,65
1247448701624127488,65
1247017603089879040,65
1247186162101276672,65
1247173627843211267,65
1247180181862617089,65
1247141352254529541,65
1247140345202143234,63
1245738481298489344,65
1246102788477603841,64
1246357593703854083,65
1247166316332498952,65
1247340640414789632,65
1246596406887854080,64
1246595591515148288,63
1246451793577431040,64
1246352788289773570,63
1245878256479244288,65
1246943211655794689,63
1246992295498371072,63
1247359089060884486,65
1247086674049249280,65
1246108255333437440,63
1246145587155619842,65
1247502095114055680,65
1247441140132937728,63
1247570695053144067,65
1247605707005779968,65
1247728005360713728,65
1247472105001594881,65
1247500323020660736,65
1247467988292268032,63
1247437267951439872,65
1247523414761340928,65
1247565603168116736,65
1247561280518422529,63
1247641111125884928,63
1247710845624352768,65
1247715151077408769,65
1247174888231600128,64
1247162934884569089,64
1246557093257076736,63
1247095803790807041,65
1247662942058876928,63
1247823480302604288,63
1247863256565174275,63
1247873267110514689,63
1247735581951442945,65
1247725192660434945,64
1247762311831416832,65
1247775534374735875,65
1247749686137516032,65
1247821554697863168,65
1247736646046339074,65
1247467965223710720,65
1246935773896749058,63
1247851772560822272,63
1247140230278176768,63
1247651224431689728,65
1247240476660391936,65
1247013261146386434,63
1246734730839478272,63
1246587822825504769,63
1246846961606479873,63
1246653190214320128,63
1247334621169086464,65
1247086812461318149,65
1247848495551152130,65
1247859381447737344,63
1247879704528314368,65
1246996052336447488,64
1248021465292623874,63
1248029717585788928,65
1247927685268955136,63
1248026589474013185,63
1248021193082277888,65
1247502134959980545,65
1247614015921999872,65
1247388861069586433,65
1248082731071725568,65
1247872879137452039,65
1247894972214329344,65
1247881975743967234,65
1247901628994224130,63
1247721276438753280,63
1246682448001302530,65
1246956296625999873,63
1246956296625999873,65
1246814746415755264,64
1247012138750578693,65
1247012138750578693,67
1247012138750578693,63
1246821768938917895,65
1246789682932772866,65
1248190926918275078,63
1247993035461279744,63
1248174232330219520,65
1248163781802373120,65
1248170475072544768,63
1247472607479230464,65
1248225972844781569,65
1248204888917458944,63
1248237075586928642,64
1248228770026098691,65
1248237293271281664,63
1248239679830257669,63
1247100907000451072,63
1248050325040189440,63
1247846047755296768,63
1248050064573923328,65
1248123178422898690,63
1248097885511725057,63
1248156218213847041,65
1247830424392314880,65
